cod_endereco,cod_cliente,rua,numero,cidade,estado,cep
426,16397,Largo Ana Vitória Pastor,94,da Rocha de Machado,GO,02226-934
427,3932,Rodovia Mariana Santos,58,Correia,PE,03817904
428,1293,Viela de das Neves,2,Peixoto,TO,21755137
429,21766,Chácara Costa,4,Montenegro do Norte,SC,18180-617
430,17491,Vereda da Rocha,25,Guerra das Pedras,AL,72340-866
431,2933,Colônia de Campos,34,Moraes de Goiás,SP,71096-090
432,22609,Ladeira de Freitas,42,da Mota das Flores,SC,21494-415
433,15596,Rodovia de Cavalcante,42,Montenegro,MS,16946712
434,294,Pátio de Pereira,82,Moreira da Serra,RJ,13035-008
435,9906,Viela de Rocha,68,Moraes,SP,20971215
436,19756,Alameda Caroline Campos,93,Macedo Alegre,PE,25455696
437,3818,Campo de Montenegro,49,da Cunha dos Dourados,PA,75468-195
438,14046,Jardim de Fogaça,941,Freitas,PB,26519-976
439,10080,Sítio Thiago Cardoso,4,Pacheco,MS,10018965
440,2696,Recanto Maria Júlia Nogueira,79,Castro,RO,19822-687
441,1937,Distrito Borges,634,Barros da Praia,RO,08922579
442,10435,Morro Dias,50,Novaes,CE,49348898
443,16259,Trecho Heloísa da Costa,98,Macedo de Moraes,AM,97525-887
444,12166,Vereda da Rocha,542,Campos do Norte,GO,36984-560
445,3564,Passarela de Gomes,26,Cardoso,TO,63350650
446,5975,Residencial de Pinto,50,Almeida,MT,44156597
447,19604,Fazenda Anthony Jesus,13,Pacheco,SP,27422-124
448,6848,Ladeira de Farias,20,Guerra Grande,MA,59479484
449,12102,Largo Maria Laura Câmara,7,Rodrigues de Minas,PI,29164-218
450,17027,Condomínio Campos,23,Gonçalves,RS,86807-650
451,22339,Distrito da Conceição,361,Cavalcante de Sampaio,AL,26057910
452,24599,Estrada de Cavalcanti,221,da Paz de Câmara,CE,20672827
453,10891,Área de Pinto,87,da Luz,AP,71782775
454,22638,Setor Rios,68,das Neves,AL,81444-041
455,14052,Esplanada de Rocha,2,da Mota,RS,61419791
456,5899,Travessa Marcela Nascimento,41,Nascimento da Serra,PR,04142-433
457,23667,Trevo Ferreira,47,Silveira de Marques,ES,52333864
458,23663,Loteamento Catarina da Conceição,93,Ribeiro de Azevedo,MA,79184859
459,13464,Esplanada Garcia,38,Garcia dos Dourados,ES,29165203
460,12965,Quadra de Câmara,4,Sales de Goiás,PI,56256733
461,22781,Conjunto Arthur Miguel Campos,11,Jesus,AM,31482396
462,21406,Vila de Freitas,10,Ribeiro,RN,89995256
463,15545,Conjunto Davi Lucas Mendonça,528,Cardoso do Norte,SC,22544817
464,635,Sítio Guerra,98,Cunha do Oeste,PE,69358608
465,6673,Parque de Cassiano,29,Moura de Goiás,PB,67057-519
466,19271,Estação Beatriz da Cunha,74,Gonçalves,SP,07602215
467,13128,Quadra de Cavalcante,597,Souza das Pedras,DF,64920171
468,11089,Viela de Marques,52,Cardoso do Sul,GO,08127-815
469,22252,Largo de Silveira,58,Porto,RS,03968-520
470,18926,Avenida de Pereira,62,Alves de Viana,MA,99080-632
471,21283,Praia Aragão,6,Ferreira,RR,68835-767
472,15676,Chácara Raquel Mendes,7,da Paz do Campo,PE,61890-032
473,19447,Viela Maria Júlia Lima,11,Montenegro Verde,SE,64162417
474,4772,Trecho Castro,404,Monteiro Verde,DF,14408-548
475,13391,Viaduto Carlos Eduardo Pires,76,Andrade,RJ,88196202
476,6774,Trecho Ana Júlia Silva,2,Ribeiro,RO,38189-657
477,18296,Campo Novais,299,Andrade,RS,76928-210
478,7076,Quadra de Camargo,35,da Costa,PI,26538256
479,23214,Estrada de Santos,81,Lima,GO,51907013
480,15554,Vereda Henrique Duarte,1,Costa,CE,70343551
481,15301,Rodovia Davi Lopes,94,Casa Grande,RJ,70356186
482,12669,Viela de da Rosa,91,Rodrigues do Galho,PA,67088439
483,19497,Praça de Moraes,511,Lima de Lima,PA,03785-416
484,55,Rodovia Silveira,41,Mendonça,PI,21973612
485,18125,Vila de Casa Grande,83,da Mota do Norte,PR,24293981
486,864,Vereda Ana Lívia da Luz,26,Vieira de Sales,TO,52593958
487,3723,Passarela de Gonçalves,17,Vargas de Caldeira,GO,70963-145
488,7125,Loteamento Stella Duarte,191,Albuquerque,MT,37414-601
489,8231,Loteamento Zoe Silveira,87,Montenegro,AL,42820-502
490,9694,Área Pinto,738,Aragão,PE,84042-117
491,6626,Chácara de Casa Grande,51,Almeida,RR,24633025
492,8,Passarela Rodrigues,30,Fonseca Alegre,PI,87407941
493,3675,Área de Jesus,465,Fonseca,PE,71705-941
494,12662,Conjunto Ferreira,6,Aparecida Alegre,RJ,56504-628
495,8045,Aeroporto Raul Moreira,79,Silveira do Norte,AM,46468-340
496,4965,Distrito de Nogueira,396,Dias Verde,AC,25687812
497,20774,Viela de Pastor,91,Mendes,AC,45785092
498,24210,Vereda Pastor,17,Sousa de Cavalcante,TO,23794-249
499,20527,Estrada de Cavalcanti,11,Barbosa,AC,04652924
500,7734,Pátio Rocha,39,Rodrigues,PB,59946419
501,17404,Sítio Carolina Camargo,23,Marques da Serra,SP,08022-128
502,21596,Rodovia de da Luz,20,Martins da Mata,MS,34960024
503,22168,Quadra Pedro Miguel Fernandes,475,Duarte,MT,06434216
504,5079,Residencial Calebe Siqueira,4,Costa de Cavalcanti,AL,02222772
505,10891,Conjunto João Pedro Machado,64,Brito,AC,52515268
506,21058,Viaduto Sophia Alves,71,Dias de Vasconcelos,RR,98648-663
507,7708,Colônia Fogaça,98,Camargo,CE,87991563
508,2107,Feira Câmara,959,Cavalcante do Campo,MT,67776-784
509,12543,Favela Machado,3,Sá do Sul,GO,72723992
510,14862,Sítio de Azevedo,14,da Conceição de Vargas,PA,62666514
511,12980,Praia Barros,5,Carvalho da Prata,AM,93393-556
512,17349,Viela de da Rosa,183,Rodrigues de Montenegro,DF,64780-704
513,3284,Viela de Mendonça,55,Lopes de Minas,SP,84849544
514,19044,Largo da Cruz,26,Melo,MA,34369-883
515,17973,Jardim Ana Carolina Fernandes,50,Cavalcanti de Ferreira,MT,31579514
516,23262,Travessa de Freitas,53,Barbosa,AP,40048508
517,17883,Trevo de Porto,351,Moura Alegre,MA,26575336
518,2711,Via Garcia,24,da Cunha,ES,86151152
519,16168,Praia Andrade,59,Fonseca da Prata,CE,05641532
520,1915,Feira Borges,8,Ferreira de Camargo,PA,97819621
521,22672,Loteamento Vargas,13,Cassiano de Minas,MG,41335238
522,14555,Núcleo Cavalcante,50,Freitas,RR,99298-280
523,18657,Recanto Dias,2,da Luz Grande,SP,47337134
524,19378,Jardim Heloísa da Cunha,35,Moraes,RO,79954089
525,5765,Estrada Beatriz Sampaio,55,Montenegro,AP,76932-967
526,7072,Área Nascimento,4,Aparecida da Mata,SP,17831-724
527,6277,Morro Enzo Almeida,58,Azevedo,DF,43977-039
528,7733,Esplanada de Pinto,72,Cardoso de Santos,MS,08931-945
529,11148,Residencial Mariana Machado,35,da Mata de Lopes,AC,20277408
530,23138,Trevo de Vargas,19,Pires Paulista,ES,20793819
531,10603,Colônia Costela,21,da Mata,PA,20641412
532,1248,Sítio Ísis Sales,75,Sampaio Paulista,MA,24550-847
533,9155,Chácara Peixoto,77,Cunha,PB,87918-769
534,24027,Rodovia Machado,15,Cunha Paulista,SC,27014084
535,10601,Recanto Cunha,87,da Conceição,PR,83445449
536,19830,Esplanada Arthur Gabriel Machado,68,Aparecida de Silva,RO,16877-984
537,4353,Ladeira de da Cunha,12,Mendes,RJ,79054884
538,6498,Vila Nascimento,674,Câmara de Goiás,BA,98938761
539,6819,Aeroporto de Andrade,38,Farias,CE,26880-503
540,7674,Fazenda Olivia Borges,996,Cunha,PA,23951506
541,6276,Viela de Cassiano,45,Lopes,AC,34915-861
542,21377,Avenida Isadora da Conceição,82,da Cruz,SC,24600604
543,19789,Travessa Apollo da Cunha,8,Abreu da Mata,AP,69579-893
544,13302,Esplanada de Siqueira,38,da Rocha,DF,17053178
545,7705,Viaduto de Pastor,125,Lopes,MG,01030-096
546,4937,Sítio Martins,91,Pimenta de Minas,GO,84260437
547,8176,Fazenda Freitas,75,Campos das Flores,PE,20064-972
548,9941,Praça de Ramos,8,Novaes do Sul,PB,39376520
549,6895,Pátio Siqueira,39,Souza Paulista,PI,43355-234
550,8995,Aeroporto Isabela Jesus,1,Cavalcanti do Campo,CE,89329885
551,6019,Parque de Azevedo,881,Barbosa,MA,86009-419
552,7961,Sítio Macedo,97,Viana,RO,12494086
553,16419,Viela de Brito,40,Barbosa,MT,83020957
554,23712,Favela de Cunha,2,Carvalho dos Dourados,MT,55505321
555,1857,Viela Maria Cecília Pereira,78,Ramos,RN,62876205
556,18153,Chácara Eloah Azevedo,12,Casa Grande do Galho,BA,90790419
557,10825,Esplanada de Andrade,29,Rodrigues de Minas,SC,18330-889
558,2458,Aeroporto Caleb da Cunha,24,Oliveira da Praia,CE,30174-012
559,17805,Travessa Anthony Gabriel Moraes,402,das Neves,SC,14182-851
560,6937,Jardim Brito,8,Cirino dos Dourados,CE,77451-833
561,11140,Vale Alves,23,Pastor do Galho,PA,50894-836
562,11462,Feira Melo,73,Novaes Verde,RO,86236636
563,9844,Passarela Cecilia Carvalho,65,Câmara Alegre,ES,58388-390
564,22216,Rua Rocha,40,Novaes da Mata,SP,90058830
565,13769,Aeroporto Manuella Moura,5,Silveira do Amparo,AL,56296-678
566,20715,Quadra Montenegro,6,Pires,PI,46625624
567,10922,Lagoa de Ribeiro,15,Silveira,AC,11258867
568,17336,Quadra Jesus,718,Cirino,DF,43224261
569,3930,Via Montenegro,6,Cavalcante da Praia,MT,77826-666
570,12169,Trecho Mendes,62,Casa Grande,AP,59005836
571,24746,Largo da Paz,57,Cunha de Goiás,PI,29304-029
572,1642,Lago Viana,53,Porto da Mata,SC,82124-392
573,24968,Vereda de Cassiano,646,Borges de Fernandes,RJ,73754660
574,19856,Parque de Costela,382,Carvalho,BA,83224840
575,9305,Via de Silveira,50,Casa Grande de Aparecida,RJ,77465-899
576,22187,Colônia de da Paz,20,Alves,SC,86306323
577,3333,Residencial Nogueira,45,Costela de Aragão,MT,21406-512
578,22545,Passarela de Câmara,16,Siqueira,ES,82407064
579,7536,Vale Oliveira,56,Rios,PB,92043-076
580,18678,Área Alana Almeida,428,Sampaio das Flores,RN,26119-036
581,9366,Distrito João Lucas Pinto,870,Castro do Oeste,MG,69606-459
582,19340,Campo de da Rosa,40,Gonçalves do Amparo,GO,72191858
583,24167,Avenida Barbosa,77,da Mota de Goiás,SC,93100623
584,1500,Rodovia Alves,30,Dias,MT,33856-109
585,8960,Lago Santos,10,Câmara de Almeida,GO,30104-177
586,19354,Fazenda de Caldeira,88,Correia dos Dourados,PR,19428492
587,5313,Passarela Pinto,90,Cassiano de Goiás,MS,87693115
588,2043,Distrito de Rodrigues,8,Duarte do Amparo,RN,50237-840
589,21388,Residencial de Camargo,44,Almeida,RN,81037682
590,10739,Trecho Fernanda Gomes,49,Cunha,AC,36487-290
591,5568,Fazenda Pietro Melo,42,Abreu,RR,67678397
592,19872,Área de Borges,983,da Cruz,ES,03925-723
593,22005,Feira de da Rocha,61,Leão de Ferreira,SC,00628-246
594,20504,Via de Garcia,66,Cardoso,MT,84162-202
595,4333,Campo Enrico Moura,67,Teixeira da Mata,PA,11598-736
596,18277,Via da Luz,554,Cunha de Almeida,PI,91925-424
597,2909,Conjunto Mendes,79,Correia de Goiás,PR,50935807
598,3526,Núcleo Albuquerque,8,Cardoso Paulista,AP,58007-893
599,4327,Largo Siqueira,17,Jesus,ES,40238-871
600,16977,Vale de Santos,97,da Cunha,SC,64734-691
601,24528,Praia de Santos,33,Marques do Amparo,MA,75441-431
602,5987,Estação Valentina Sales,54,Guerra,TO,25180423
603,24896,Estrada Enzo Gabriel Alves,40,da Mota,RR,68434463
604,17246,Ladeira Maria Júlia Novaes,47,Novaes,RR,64262278
605,16347,Esplanada de Montenegro,3,Sampaio,RS,93086164
606,160,Núcleo de Rios,966,Marques,PR,53214435
607,22621,Jardim Moreira,73,Pacheco,PI,17827-051
608,6415,Jardim de da Conceição,71,Cirino,BA,00925-240
609,797,Fazenda Daniel Pacheco,7,Gonçalves de Goiás,PB,67545965
610,14565,Alameda de da Rosa,76,Mendonça Paulista,AL,52586122
611,6040,Parque de Gomes,90,Teixeira de Dias,GO,31174602
612,18714,Jardim de das Neves,37,Cavalcanti,RN,10117-599
613,2387,Travessa Laís Cavalcanti,2,Freitas,PR,34028-121
614,14008,Viela de Aparecida,97,Andrade,PI,00079-902
615,20051,Campo Duarte,133,Jesus,RJ,06975980
616,24567,Fazenda Aylla Gomes,72,Moraes,DF,98060-002
617,3329,Avenida Maria Alice Moraes,69,da Rosa,CE,42219-746
618,7973,Condomínio de Costa,7,da Cruz de Sampaio,AL,58228837
619,6612,Pátio Melo,6,Marques,RJ,27898220
620,2878,Condomínio Rios,68,Rodrigues,BA,24200700
621,23855,Colônia Santos,646,Cirino do Campo,RJ,62498308
622,9616,Largo de Martins,65,Machado de Moreira,AL,09141-720
623,15768,Aeroporto Isabel Cavalcante,306,Santos,BA,17620626
624,62,Colônia de Montenegro,19,Almeida,SE,18721-318
625,16542,Setor Gomes,89,Câmara,PE,17415819
626,21635,Vereda de Albuquerque,61,Andrade das Pedras,MT,99690298
627,252,Viaduto Thomas Vasconcelos,32,Almeida,CE,17793-088
628,18231,Via Ana Luiza Rios,78,Vasconcelos do Campo,RO,03026230
629,16397,Vereda Cecilia da Cunha,25,Leão Alegre,BA,96850-526
630,15330,Avenida de Leão,7,Barros,MG,21407-996
631,4896,Alameda Ramos,37,Pacheco,MG,82649406
632,14438,Estação Camargo,36,Souza Paulista,AP,56375897
633,5048,Morro Barbosa,19,Brito,PI,23185472
634,22518,Condomínio Araújo,19,Vasconcelos,BA,08762-894
635,14667,Setor de Caldeira,218,das Neves de Silva,PA,24260-747
636,22215,Trecho da Cunha,91,Montenegro do Amparo,PB,97711213
637,22412,Rodovia de Lopes,31,Gomes de Goiás,GO,22127237
638,10057,Trecho da Mata,538,Farias,RR,51879-828
639,24184,Estrada Marcela Andrade,96,Dias da Mata,SP,79586-839
640,15649,Distrito Andrade,74,Porto,RS,93566-636
641,15029,Lago Oliveira,111,Câmara,PB,81740106
642,17243,Recanto de Costela,85,Nogueira,GO,22548592
643,18257,Viaduto de Melo,51,Cardoso,TO,11093873
644,4523,Área Luiza Fernandes,94,da Costa das Pedras,AP,49577501
645,7012,Colônia Maria Julia Rezende,639,Nunes,MT,71964-380
646,23069,Rodovia Noah Casa Grande,84,Mendes da Serra,PE,75338-345
647,20777,Distrito de Rodrigues,7,das Neves,GO,22976956
648,7824,Campo de Freitas,26,Borges das Flores,AL,25486-185
649,4149,Conjunto de Pimenta,51,Leão da Prata,RS,86699-961
650,8260,Praia Bárbara Cassiano,62,Vargas Alegre,SE,60050-920
651,6309,Vale de Sá,7,Barros de Aparecida,RO,02014063
652,1541,Rua Noah Sousa,776,Abreu da Mata,RN,86810103
653,13949,Ladeira Campos,48,Araújo Grande,ES,41622368
654,4351,Favela de Costela,129,Barros do Oeste,GO,52829-447
655,2771,Viela Duarte,37,Silveira do Oeste,PE,80856489
656,10966,Parque Fernanda Macedo,84,Santos,MA,81869-246
657,22017,Praia Rhavi Duarte,6,Novaes do Sul,GO,07829989
658,19959,Lago de Cirino,99,Fogaça do Oeste,ES,40234-162
659,6772,Recanto Duarte,46,Marques de da Rocha,CE,21791-867
660,19079,Jardim de Pinto,34,Castro da Mata,PB,58085377
661,24020,Parque Lorenzo Mendes,79,Abreu,ES,94465581
662,12930,Travessa Casa Grande,9,Sousa,DF,45484883
663,12152,Feira de da Costa,502,da Rosa Alegre,RS,99645877
664,21649,Alameda da Cunha,868,da Cunha,MT,86307978
665,6639,Feira Fogaça,2,Fernandes,PE,74494869
666,12195,Vila de Monteiro,97,Gonçalves,SE,22955-147
667,15648,Largo da Conceição,74,Guerra do Campo,TO,68304-288
668,118,Colônia Lunna Jesus,47,Nunes de Barros,SP,74652926
669,10976,Recanto Pinto,37,Sampaio dos Dourados,DF,03627-918
670,16472,Avenida Jesus,23,Aparecida,AL,35411-032
671,13685,Estação Sousa,81,Silva,MA,23255904
672,20295,Ladeira Costa,20,Rodrigues,MG,73060-894
673,6718,Pátio Matheus Fogaça,52,Gomes de Ferreira,PE,94352318
674,8412,Recanto Maitê da Conceição,65,Azevedo do Oeste,BA,93973459
675,9823,Aeroporto Moura,45,Sousa dos Dourados,GO,85488-162
676,18431,Vale Rodrigues,67,Mendonça do Galho,RR,44862075
677,5104,Alameda de Cirino,51,Pires,RS,50783161
678,18743,Aeroporto de Rocha,89,Brito,ES,98690797
679,22537,Área Luiz Otávio Guerra,20,Fogaça,TO,27162-381
680,12970,Fazenda Alícia Casa Grande,10,Dias de Correia,SC,30163-916
681,20024,Trevo de Ferreira,37,Vasconcelos,GO,40399-763
682,24418,Colônia Campos,78,Gonçalves de Mendonça,RR,72161570
683,22960,Loteamento de Moura,28,Pacheco Alegre,AM,81603-374
684,2163,Favela Yuri Sampaio,6,Machado,PI,39382-682
685,7229,Viaduto Caroline Aragão,44,Leão,RO,24843-901
686,10863,Viela de Borges,24,da Costa de Ribeiro,GO,80436-226
687,19122,Passarela de Fogaça,6,Lima,AP,18993078
688,23594,Favela de Andrade,94,Sá,PI,09827-351
689,8036,Recanto Mariana Ribeiro,449,Nogueira,SE,74539-945
690,10803,Morro Vinicius Costela,67,da Cruz,ES,41234745
691,2295,Chácara Caio Cunha,3,da Conceição,PI,42470-467
692,19210,Campo Casa Grande,728,Mendonça,DF,30018695
693,2673,Parque Mariana Guerra,62,Teixeira de Freitas,TO,85405850
694,8881,Setor de Brito,1,Costa Grande,RN,56840311
695,14267,Lago Duarte,21,Azevedo,RO,76434-187
696,11194,Fazenda Ana Sophia Cardoso,17,Peixoto Grande,RJ,51626771
697,4981,Ladeira Rocha,725,Rodrigues de Sales,MS,98452-391
698,14209,Rua Silva,6,Aragão Grande,PA,40282944
699,20405,Jardim Costela,24,Costela,RN,82740037
700,14000,Área Mateus Jesus,839,Teixeira,PB,44191690
701,185,Via da Cruz,25,Moraes da Praia,MG,05391-909
702,8623,Vila Lopes,73,Almeida Verde,RO,21785-646
703,3982,Jardim de Sampaio,91,Vasconcelos de Minas,RO,35056-904
704,9949,Residencial Natália Pinto,85,da Conceição,MG,09198314
705,21875,Praça Kaique Pimenta,89,Teixeira,PB,91531109
706,575,Rodovia da Costa,77,Macedo de Goiás,DF,50507662
707,16273,Chácara de Pinto,81,Câmara das Flores,MS,21463-011
708,22594,Residencial de Cassiano,659,da Paz,BA,07500999
709,5403,Núcleo Rios,544,Sales,SE,93011097
710,12781,Praia Luna da Cruz,33,Sampaio,TO,70988642
711,22915,Fazenda de Santos,802,Siqueira,RJ,62251059
712,22214,Loteamento de Vasconcelos,35,Vasconcelos,RO,90220410
713,24356,Chácara Nascimento,7,Costela de Minas,PI,59685417
714,23827,Favela de Rezende,84,Castro,PR,66634-968
715,23778,Vereda Alexandre da Mota,8,Ramos,MG,78784-975
716,21850,Fazenda Andrade,96,Santos de Fogaça,RJ,31918599
717,7917,Trecho de Cirino,36,Fogaça da Prata,SP,71206376
718,20867,Feira Caio Pacheco,10,Oliveira,MT,01177-546
719,10460,Estação Correia,93,Machado,GO,67736174
720,12747,Avenida Novaes,9,Fogaça,RR,93590-043
721,6091,Setor Bruno Ribeiro,2,Vargas,DF,28513550
722,8092,Passarela de Teixeira,333,Fonseca de Goiás,PR,50420-826
723,21024,Campo de Siqueira,48,Lima de Campos,MA,20067108
724,13794,Praia de Melo,55,Machado,PE,25129727
725,18985,Viela de Almeida,870,Rocha do Amparo,TO,66656634
726,23572,Trevo de Gomes,35,Novais dos Dourados,PR,52847997
727,18451,Viela Maria Liz da Conceição,62,Rodrigues do Campo,AM,22375032
728,24264,Área Moraes,36,Caldeira do Sul,CE,95234-739
729,3986,Distrito de Fonseca,80,Castro das Pedras,DF,25628-337
730,21840,Campo de Martins,61,Aparecida do Oeste,RO,07069754
731,21332,Campo Clara Lopes,45,Silva de da Paz,RJ,25273-876
732,393,Lagoa Oliveira,1,Rios Alegre,AC,15096-037
733,3881,Rua de Oliveira,49,Aragão,AL,46059-937
734,19881,Núcleo Caroline Marques,55,da Rosa dos Dourados,DF,88036243
735,15373,Travessa Albuquerque,921,Novaes,PB,43992397
736,19199,Trevo Mateus Barbosa,47,Porto de Oliveira,DF,38702246
737,9101,Avenida de Brito,65,Borges do Oeste,MT,65674450
738,9026,Loteamento Alexia Martins,96,Camargo,RO,70531593
739,10986,Favela Maria Vitória da Cruz,16,da Conceição,PI,02842105
740,15956,Estrada Barros,1,da Rocha,MS,44987327
741,5915,Distrito de Lima,279,da Conceição,DF,49027278
742,7358,Chácara de Moura,61,Cardoso,CE,25171797
743,14693,Trevo de Garcia,1,Vargas,SP,46022-119
744,17260,Trecho Costela,1,Araújo,AP,06674809
745,20717,Morro de Albuquerque,83,Andrade,MA,51157-240
746,23670,Núcleo de da Rocha,2,Barros,TO,38355080
747,7527,Colônia Barbosa,8,da Cruz,SE,36792616
748,20609,Passarela Daniel Siqueira,30,Moura,PI,64916-542
749,12064,Distrito Silveira,2,Sales do Sul,ES,13607217
750,2449,Pátio Novais,50,Pimenta de Nunes,DF,64262655
751,14810,Pátio da Cruz,96,Nascimento,PB,06451-471
752,2564,Vereda Silva,237,Campos das Pedras,TO,04731375
753,8664,Quadra Enrico Gonçalves,45,Sampaio,PE,81702-647
754,23196,Rua Vinícius Mendonça,272,Montenegro de Novais,MG,54853-890
755,3624,Alameda Aragão,76,Ramos Verde,RS,02826038
756,18204,Vale de Duarte,23,Cavalcanti,AM,20797-101
757,15722,Distrito de Lopes,66,Melo de Aragão,ES,89041-684
758,4156,Fazenda Daniel Guerra,56,Moreira,SP,73773160
759,20208,Colônia de da Luz,27,Campos dos Dourados,AM,90012-670
760,1126,Campo Ferreira,59,Pastor,PE,09699264
761,11758,Trecho Oliver Duarte,89,Castro,RJ,24533-187
762,24326,Rodovia João Vitor Porto,8,Sales de Cunha,PA,44271743
763,8270,Condomínio Pereira,91,Dias,SC,53897902
764,10602,Largo Dante Marques,678,Nascimento de Borges,AP,60650799
765,2084,Parque Théo Peixoto,11,Sá da Praia,MS,07158521
766,22077,Estrada Luiz Felipe Ferreira,15,Fonseca de Barros,GO,00769-067
767,16533,Ladeira de da Mata,19,Machado,MS,34176-232
768,19901,Rua Vargas,172,Barbosa Verde,ES,78089569
769,908,Viela Antony Peixoto,38,Aparecida de Casa Grande,DF,78500-261
770,23245,Vereda Fogaça,885,Vargas do Oeste,SE,92275-126
771,5695,Lagoa de Andrade,96,da Luz,PI,48350453
772,10057,Núcleo Marcela Barbosa,8,Costa,CE,22374-325
773,8834,Avenida de Siqueira,76,Mendonça,RN,65131429
774,14789,Viela de Campos,8,Cirino,ES,93225417
775,719,Vereda de Jesus,4,Sá de Novaes,SP,14180100
776,11788,Pátio Lima,592,Moraes,PR,09362203
777,22640,Jardim Garcia,54,Albuquerque,PR,09988594
778,14029,Rodovia Jesus,40,Pastor das Pedras,RN,75044553
779,4897,Favela Novais,64,Dias da Mata,RR,99809710
780,3257,Sítio de Albuquerque,16,Cavalcanti de Minas,RO,70722000
781,9064,Ladeira da Cruz,2,Andrade,MA,37947-445
782,8392,Vale Andrade,87,das Neves,GO,03964-633
783,15828,Jardim Isadora Camargo,956,da Mata Alegre,SC,18243337
784,6273,Núcleo de Duarte,63,Porto da Serra,SE,36133657
785,19767,Setor de Barros,62,da Cunha do Galho,PB,54154178
786,13593,Vale de Gomes,913,Aparecida de Santos,MA,43651390
787,15490,Quadra Yuri Abreu,77,Pimenta,TO,66070452
788,4019,Rua de Ribeiro,187,Ribeiro,RS,99013-343
789,9342,Feira Barbosa,7,Lopes,PI,31321143
790,24565,Rua Moura,97,Campos,MT,20846-297
791,15136,Setor de Cassiano,237,Vieira dos Dourados,MT,71204176
792,8149,Largo Mariana Cavalcante,973,Alves,PI,81671-508
793,5387,Trecho Pastor,43,Cunha do Norte,MS,63858966
794,11554,Conjunto Arthur Gabriel Moura,65,Almeida,RN,87012-371
795,2424,Condomínio Fogaça,81,Rocha,RS,94374-821
